Genome-Wide Association Analyses on Blood Pressure Using Three Different Phenotype Definitions.
('Genome-Wide', 'Genome-Wide', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
Both blood pressure and hypertension are traditional examples of complex traits controlled by the complex interplay of genes and environmental factors (Pickering et al., 1959).
('Both', 'Both', 'CC', 'O', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('traditional', 'traditional', 'JJ', 'B-NP', 'O')
('examples', 'example', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('complex', 'complex', 'JJ', 'B-NP', 'O')
('traits', 'trait', 'NNS', 'I-NP', 'O')
('controlled', 'control', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('complex', 'complex', 'JJ', 'I-NP', 'O')
('interplay', 'interplay', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('environmental', 'environmental', 'JJ', 'B-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('(Pickering', '(Pickere', 'VBG', 'B-VP', 'O')
('et', 'et', 'NN', 'B-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1959).', '1959).', 'CD', 'B-NP', 'O')
The heritability of blood pressure ranges from 31% to 68%, depending on studies based on different measurements of SBP and DBP (Pilia et al., 2006; Tobin et al., 2005).
('The', 'The', 'DT', 'B-NP', 'O')
('heritability', 'heritability', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('ranges', 'range', 'VBZ', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('31%', '31%', 'CD', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('68%,', '68%,', 'CD', 'B-NP', 'O')
('depending', 'depend', 'VBG', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('studies', 'study', 'NNS', 'B-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('measurements', 'measurement', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('SBP', 'SBP', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('DBP', 'DBP', 'NN', 'I-NP', 'B-protein')
('(Pilia', '(Pilia', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2006;', '2006;', ':', 'O', 'O')
('Tobin', 'Tobin', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2005).', '2005).', 'CD', 'B-NP', 'O')
Ehret (2010) summarized the 12 genomewide association studies (GWASs) on blood pressure and hyper tension that were recently published.
('Ehret', 'Ehret', 'NNP', 'B-NP', 'O')
('(2010)', '(2010)', 'LS', 'B-LST', 'O')
('summarized', 'summarize', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('(GWASs)', '(GWASs)', 'NN', 'I-NP', 'B-protein')
('on', 'on', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('hyper', 'hyper', 'NN', 'I-NP', 'O')
('tension', 'tension', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('recently', 'recently', 'RB', 'I-VP', 'O')
('published.', 'published.', 'VBN', 'I-VP', 'O')
While 1020 loci were identified in previous GWASs, only two (i. e.  CYP17A1, MTHFR) genes were reproducibly associated with blood pressure or essential hypertension in large cohorts.
('While', 'While', 'IN', 'B-SBAR', 'O')
('1020', '1020', 'CD', 'B-NP', 'B-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('GWASs,', 'GWASs,', 'NN', 'I-NP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('(i.', '(i.', 'FW', 'I-NP', 'B-DNA')
('e.', 'e.', 'FW', 'I-NP', 'I-DNA')
('CYP17A1,', 'CYP17A1,', 'NN', 'I-NP', 'I-DNA')
('MTHFR)', 'MTHFR)', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('reproducibly', 'reproducibly', 'RB', 'I-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('essential', 'essential', 'JJ', 'B-NP', 'O')
('hypertension', 'hypertension', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('large', 'large', 'JJ', 'B-NP', 'O')
('cohorts.', 'cohorts.', 'NNS', 'I-NP', 'O')
Ehret (2010) pointed out the possibility that the differences in significant SNPs that were identified among these 12 GWASs may be due to the difference in power of analysis between continuous traits and discrete traits.
('Ehret', 'Ehret', 'NNP', 'B-NP', 'O')
('(2010)', '(2010)', 'LS', 'B-LST', 'O')
('pointed', 'point', 'VBD', 'B-VP', 'O')
('out', 'out', 'RP', 'B-PRT', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('possibility', 'possibility', 'NN', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('significant', 'significant', 'JJ', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('GWASs', 'GWAS', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('due', 'due', 'JJ', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('power', 'power', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('analysis', 'analysis', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('continuous', 'continuous', 'JJ', 'B-NP', 'O')
('traits', 'trait', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('discrete', 'discrete', 'JJ', 'B-NP', 'O')
('traits.', 'traits.', 'NN', 'I-NP', 'O')
A continuous trait provides more variation than a discrete trait; thus, continuous trait locus (QTL) analysis is considered to be more powerful than discrete trait analysis (e. g., case-control analysis) (Potkin et al., 2009).
('A', 'A', 'DT', 'B-NP', 'O')
('continuous', 'continuous', 'JJ', 'I-NP', 'O')
('trait', 'trait', 'NN', 'I-NP', 'O')
('provides', 'provide', 'VBZ', 'B-VP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('variation', 'variation', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('discrete', 'discrete', 'JJ', 'I-NP', 'O')
('trait;', 'trait;', 'NN', 'I-NP', 'O')
('thus,', 'thus,', 'IN', 'B-PP', 'O')
('continuous', 'continuous', 'JJ', 'B-NP', 'O')
('trait', 'trait', 'NN', 'I-NP', 'O')
('locus', 'locus', 'NN', 'I-NP', 'O')
('(QTL)', '(QTL)', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('considered', 'consider', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('powerful', 'powerful', 'JJ', 'I-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('discrete', 'discrete', 'JJ', 'B-NP', 'O')
('trait', 'trait', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('(e.', '(e.', 'LS', 'B-NP', 'O')
('g.,', 'g.,', 'NN', 'I-NP', 'O')
('case-control', 'case-control', 'JJ', 'I-NP', 'O')
('analysis)', 'analysis)', 'NN', 'I-NP', 'O')
('(Potkin', '(Potkin', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
However, means of SBPs and DBPs measured in a general population (i. e., a cohort) may not be representative of the true means in the population, since most hypertensive patients have taken antihypertensive drugs to lower their blood pressure.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('means', 'mean', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('SBPs', 'SBP', 'NNS', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('DBPs', 'DBP', 'NNS', 'I-NP', 'B-protein')
('measured', 'measure', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('general', 'general', 'JJ', 'I-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('(i.', '(i.', 'LS', 'B-LST', 'O')
('e.,', 'e.,', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cohort)', 'cohort)', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('representative', 'representative', 'JJ', 'B-ADJP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('true', 'true', 'JJ', 'I-NP', 'O')
('means', 'mean', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('population,', 'population,', 'NN', 'I-NP', 'O')
('since', 'since', 'IN', 'B-PP', 'O')
('most', 'most', 'JJS', 'B-NP', 'O')
('hypertensive', 'hypertensive', 'JJ', 'I-NP', 'O')
('patients', 'patient', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('taken', 'take', 'VBN', 'I-VP', 'O')
('antihypertensive', 'antihypertensive', 'JJ', 'B-NP', 'O')
('drugs', 'drug', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('lower', 'lower', 'VB', 'I-VP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure.', 'pressure.', 'NN', 'I-NP', 'O')
On the other hand, comparing extreme discordant phenotypes, such as individuals at the lowest end versus individuals at the highest end of the blood pressure spectrum, may be a powerful approach in GWASs (Nebert, 2000).
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('hand,', 'hand,', 'NN', 'I-NP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('extreme', 'extreme', 'JJ', 'B-NP', 'O')
('discordant', 'discordant', 'JJ', 'I-NP', 'O')
('phenotypes,', 'phenotypes,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('individuals', 'individual', 'NNS', 'B-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('lowest', 'low', 'JJS', 'I-NP', 'O')
('end', 'end', 'NN', 'I-NP', 'O')
('versus', 'versus', 'IN', 'B-PP', 'O')
('individuals', 'individual', 'NNS', 'B-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('highest', 'high', 'JJS', 'I-NP', 'O')
('end', 'end', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('spectrum,', 'spectrum,', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('powerful', 'powerful', 'JJ', 'I-NP', 'O')
('approach', 'approach', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GWASs', 'GWASs', 'NNP', 'B-NP', 'O')
('(Nebert,', '(Nebert,', 'NNP', 'I-NP', 'O')
('2000).', '2000).', '.', 'O', 'O')
In this study, we have compared the gene variants associated with quantitative blood pressures (SBP and DBP) with those identified in GWASs using different definitions of discrete phenotypes to present an alternative strategy that has increased statistical power over a case-control study in the context of a GWAS for hypertension.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('compared', 'compare', 'VBN', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('variants', 'variant', 'NNS', 'I-NP', 'O')
('associated', 'associate', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('quantitative', 'quantitative', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressures', 'pressure', 'NNS', 'I-NP', 'O')
('(SBP', '(SBP', 'NN', 'I-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('DBP)', 'DBP)', 'NN', 'I-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('identified', 'identify', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GWASs', 'GWAS', 'NNS', 'B-NP', 'B-protein')
('using', 'use', 'VBG', 'B-VP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('definitions', 'definition', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('discrete', 'discrete', 'JJ', 'B-NP', 'O')
('phenotypes', 'phenotype', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('present', 'present', 'VB', 'I-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('alternative', 'alternative', 'JJ', 'I-NP', 'O')
('strategy', 'strategy', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('increased', 'increase', 'VBN', 'I-VP', 'O')
('statistical', 'statistical', 'JJ', 'B-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('case-control', 'case-control', 'JJ', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('context', 'context', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('GWAS', 'GWAS', 'NN', 'I-NP', 'B-protein')
('for', 'for', 'IN', 'B-PP', 'O')
('hypertension.', 'hypertension.', 'NN', 'B-NP', 'O')
The study subjects were obtained from the two community cohorts, Ansung and Ansan, which were established in a rural area and an urban, respectively, in South Korea, as part of the Korean Genome Epidemiology Study (KoGES), launched in 2001.
('The', 'The', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('subjects', 'subject', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('community', 'community', 'NN', 'I-NP', 'O')
('cohorts,', 'cohorts,', 'NN', 'I-NP', 'O')
('Ansung', 'Ansung', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Ansan,', 'Ansan,', 'NNP', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('established', 'establish', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('rural', 'rural', 'JJ', 'I-NP', 'O')
('area', 'area', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('urban,', 'urban,', 'NN', 'I-NP', 'O')
('respectively,', 'respectively,', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('South', 'South', 'NNP', 'B-NP', 'O')
('Korea,', 'Korea,', 'NNP', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('part', 'part', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Korean', 'Korean', 'NNP', 'I-NP', 'B-DNA')
('Genome', 'Genome', 'NNP', 'I-NP', 'I-DNA')
('Epidemiology', 'Epidemiology', 'NNP', 'I-NP', 'O')
('Study', 'Study', 'NNP', 'I-NP', 'O')
('(KoGES),', '(KoGES),', 'NNP', 'I-NP', 'O')
('launched', 'launch', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('2001.', '2001.', 'CD', 'B-NP', 'O')
The Korea Association Resource (KARE) project was initiated in 2007, and a total of 10,038 unrelated Koreans were genotyped with the Affymetrix Genomewide Human SNP array 5.0 (Affymetrix Inc., Santa Clara, CA, USA).
('The', 'The', 'DT', 'B-NP', 'O')
('Korea', 'Korea', 'NNP', 'I-NP', 'O')
('Association', 'Association', 'NNP', 'I-NP', 'O')
('Resource', 'Resource', 'NNP', 'I-NP', 'O')
('(KARE)', '(KARE)', 'NNP', 'I-NP', 'O')
('project', 'project', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('initiated', 'initiate', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('2007,', '2007,', 'CD', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('10,038', '10,038', 'CD', 'B-NP', 'O')
('unrelated', 'unrelated', 'JJ', 'I-NP', 'O')
('Koreans', 'Korean', 'NNPS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('genotyped', 'genotype', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Affymetrix', 'Affymetrix', 'NNP', 'I-NP', 'O')
('Genomewide', 'Genomewide', 'NNP', 'I-NP', 'O')
('Human', 'Human', 'JJ', 'I-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'O')
('array', 'array', 'NN', 'I-NP', 'O')
('5.0', '5.0', 'CD', 'I-NP', 'O')
('(Affymetrix', '(Affymetrix', 'NNP', 'I-NP', 'O')
('Inc.,', 'Inc.,', 'NNP', 'I-NP', 'O')
('Santa', 'Santa', 'NNP', 'I-NP', 'O')
('Clara,', 'Clara,', 'NNP', 'I-NP', 'O')
('CA,', 'CA,', 'NNP', 'I-NP', 'O')
('USA).', 'USA).', 'NNP', 'I-NP', 'O')
After exclusion of inadequate samples with high genotype missing rate, high heterozygosity, gender inconsistencies, cancer, and high identitybystate (＞0.8), a total of 8842 individuals aged 40 to 69 years were included in the subsequent analyses.
('After', 'After', 'IN', 'B-PP', 'O')
('exclusion', 'exclusion', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('inadequate', 'inadequate', 'JJ', 'B-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('missing', 'miss', 'VBG', 'B-VP', 'O')
('rate,', 'rate,', 'NN', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('heterozygosity,', 'heterozygosity,', 'NN', 'I-NP', 'O')
('gender', 'gender', 'NN', 'I-NP', 'O')
('inconsistencies,', 'inconsistencies,', 'NN', 'I-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('identitybystate', 'identitybystate', 'NN', 'I-NP', 'O')
('(＞0.8),', '(＞0.8),', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('8842', '8842', 'CD', 'B-NP', 'O')
('individuals', 'individual', 'NNS', 'I-NP', 'O')
('aged', 'age', 'VBN', 'B-ADJP', 'O')
('40', '40', 'CD', 'B-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('69', '69', 'CD', 'I-NP', 'O')
('years', 'year', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('included', 'include', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subsequent', 'subsequent', 'JJ', 'I-NP', 'O')
('analyses.', 'analyses.', 'NN', 'I-NP', 'O')
We analyzed 352,228 single nucleotide polymorphism (SNP) markers after excluding 29.6% of the 500K SNPs with low genotype quality (i. e., missing call rate ＞5%, minor allele frequency (MAF) ＜ 1%, and HardyWeinberg Equilibrium (HWE) p＜1×10−6).
('We', 'We', 'PRP', 'B-NP', 'O')
('analyzed', 'analyze', 'VBD', 'B-VP', 'O')
('352,228', '352,228', 'CD', 'B-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('nucleotide', 'nucleotide', 'NN', 'I-NP', 'O')
('polymorphism', 'polymorphism', 'NN', 'I-NP', 'O')
('(SNP)', '(SNP)', 'NN', 'I-NP', 'O')
('markers', 'marker', 'NNS', 'I-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('excluding', 'exclude', 'VBG', 'B-VP', 'O')
('29.6%', '29.6%', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('500K', '500K', 'CD', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('low', 'low', 'JJ', 'B-NP', 'O')
('genotype', 'genotype', 'NN', 'I-NP', 'O')
('quality', 'quality', 'NN', 'I-NP', 'O')
('(i.', '(i.', 'LS', 'B-LST', 'O')
('e.,', 'e.,', 'NN', 'B-NP', 'O')
('missing', 'miss', 'VBG', 'B-VP', 'O')
('call', 'call', 'NN', 'B-NP', 'O')
('rate', 'rate', 'NN', 'I-NP', 'O')
('＞5%,', '＞5%,', 'NN', 'I-NP', 'O')
('minor', 'minor', 'JJ', 'I-NP', 'O')
('allele', 'allele', 'NN', 'I-NP', 'O')
('frequency', 'frequency', 'NN', 'I-NP', 'O')
('(MAF)', '(MAF)', 'NN', 'I-NP', 'B-protein')
('＜', '＜', 'NN', 'I-NP', 'I-protein')
('1%,', '1%,', 'CD', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('HardyWeinberg', 'HardyWeinberg', 'NNP', 'B-NP', 'O')
('Equilibrium', 'Equilibrium', 'NNP', 'I-NP', 'O')
('(HWE)', '(HWE)', 'NNP', 'I-NP', 'O')
('p＜1×10−6).', 'p＜1×10−6).', 'NN', 'I-NP', 'O')
Further details can be found elsewhere (Choi et al.
('Further', 'Far', 'JJR', 'B-NP', 'O')
('details', 'detail', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('elsewhere', 'elsewhere', 'RB', 'B-ADVP', 'O')
('(Choi', '(Choi', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
2009), and the characteristics of the 8842 individuals are summarized in Table 1.
('2009),', '2009),', 'LS', 'B-LST', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('characteristics', 'characteristic', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('8842', '8842', 'CD', 'I-NP', 'O')
('individuals', 'individual', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('summarized', 'summarize', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('1.', '1.', 'CD', 'I-NP', 'O')
We calculated the mean and standard deviation (SD) for the continuous variables and counted the number and frequencies for discrete variables by gender to describe the baseline characteristics of study subjects using the STATA software package, v11 (Stata Corp, College station, Texas, USA).
('We', 'We', 'PRP', 'B-NP', 'O')
('calculated', 'calculate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mean', 'mean', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('standard', 'standard', 'JJ', 'I-NP', 'O')
('deviation', 'deviation', 'NN', 'I-NP', 'O')
('(SD)', '(SD)', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('continuous', 'continuous', 'JJ', 'I-NP', 'O')
('variables', 'variable', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('counted', 'count', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
